USER_ID,VARIANT_NAME, REVENUE 
9180,variant,0.00
5167,control,0.00
7710,variant,0.00
1891,variant,0.00
660,control,0.00
66,variant,0.00
8663,control,0.00
1662,control,0.00
6228,control,0.00
9476,control,0.00
2662,variant,0.00
4146,variant,0.00
1102,control,0.00
7247,variant,0.00
1621,variant,0.00
888,variant,0.00
9910,variant,0.00
9257,variant,0.00
4432,control,0.00
7917,variant,0.00
3710,variant,0.00
7254,variant,0.00
7556,control,0.00
9839,control,0.00
7122,control,0.00
9362,variant,0.00
3455,variant,0.00
2239,control,0.00
9319,control,0.00
1058,control,0.00
3006,variant,0.00
5690,variant,0.00
9117,control,0.00
5282,variant,0.00
5628,variant,0.00
3781,variant,0.00
6875,variant,0.00
8370,variant,0.00
4831,variant,0.00
1851,control,0.00
8282,variant,0.00
6269,variant,0.00
5833,control,0.00
3029,control,0.00
8707,control,0.00
2001,control,0.00
6006,control,0.00
5010,variant,0.00
8078,variant,0.00
3484,variant,0.00
7985,variant,0.00
2151,variant,0.00
5410,variant,0.00
2767,control,0.00
4129,control,0.00
9694,control,0.00
9280,variant,0.00
4027,control,0.00
6742,variant,0.00
32,control,0.00
4368,variant,0.00
4740,control,0.00
1784,control,0.00
8738,variant,0.00
6820,variant,0.00
1139,control,0.00
4694,variant,0.00
2368,control,0.00
9235,control,0.00
1723,control,0.00
3741,control,0.00
8567,variant,0.00
1063,variant,0.00
7323,control,0.00
1124,control,0.00
5583,control,0.00
1110,control,44928.00
9073,variant,0.00
5111,control,0.00
9623,variant,0.00
8560,variant,0.00
9540,variant,0.00
3134,control,0.00
5605,control,0.00
4595,control,0.00
693,variant,0.00
4953,control,0.00
5131,variant,0.00
7901,variant,0.00
890,control,0.00
3430,control,0.00
3143,variant,0.00
8457,variant,0.00
8802,control,0.00
5253,control,0.00
3432,control,0.00
204,variant,0.00
414,variant,0.00
5376,variant,0.00
651,control,0.00
5454,variant,0.00
7889,variant,0.00
281,control,0.00
8370,control,0.00
5170,control,0.00
7802,variant,0.00
1334,control,0.00
671,variant,0.00
5868,variant,0.00
1094,control,0.00
1053,control,0.00
1213,variant,0.00
2297,variant,0.00
8399,control,0.00
8146,control,0.00
5921,control,0.00
3415,control,0.00
1325,variant,1.00
1701,control,0.00
7137,variant,0.00
212,variant,0.00
1604,variant,0.00
7533,variant,0.00
7101,control,0.00
394,variant,0.00
7068,control,0.00
6453,control,0.00
3935,variant,0.00
8342,variant,0.00
8481,variant,0.00
2660,control,0.00
5526,control,0.00
9188,control,0.00
8260,control,0.00
3429,control,0.00
7659,variant,0.00
875,variant,0.00
7378,variant,0.00
4918,control,0.00
4555,variant,0.00
1401,variant,0.00
1991,control,0.00
5447,control,0.00
8632,variant,0.00
5363,control,0.00
9581,variant,0.00
2891,variant,0.00
3493,variant,0.00
8561,variant,0.00
460,control,0.00
8488,variant,0.00
4197,control,0.00
589,control,0.00
3464,variant,0.00
5940,control,0.00
256,variant,0.00
6167,control,0.00
848,control,0.00
7992,variant,0.00
4828,control,0.00
103,variant,0.00
7845,control,0.00
6280,variant,0.00
6260,control,0.00
1843,variant,0.00
2404,control,0.00
7415,variant,0.00
2919,control,0.00
3710,variant,0.00
5815,variant,0.00
4971,variant,0.00
2489,control,45717.00
198,variant,0.00
1519,variant,0.00
1616,variant,0.00
2822,variant,0.00
8252,variant,0.00
2442,variant,0.00
3569,control,0.00
3313,control,0.00
2774,variant,0.00
2736,control,0.00
4375,variant,0.00
821,variant,0.00
747,variant,0.00
1190,variant,0.00
4965,variant,0.00
5438,variant,0.00
7915,variant,0.00
1029,variant,0.00
8596,control,0.00
868,control,46478.00
6166,control,0.00
6816,control,0.00
4649,control,0.00
8886,variant,45115.00
7991,variant,0.00
5251,variant,0.00
2946,control,0.00
4971,control,0.00
9819,control,0.00
8218,control,0.00
1739,control,0.00
4114,variant,0.00
3025,variant,0.00
3617,variant,0.00
9252,variant,0.00
6397,control,0.00
7495,control,0.00
6750,variant,0.00
6308,variant,0.00
8505,variant,0.00
2782,control,0.00
8842,control,0.00
5666,variant,0.00
6286,variant,0.00
6668,variant,0.00
9896,control,0.00
7051,control,0.00
3326,variant,30225.00
9840,variant,0.00
7268,variant,0.00
8374,control,0.00
1106,control,45658.00
8165,control,0.00
4438,variant,0.00
7899,variant,0.00
8565,control,0.00
757,control,0.00
2653,variant,0.00
8174,variant,0.00
3230,control,0.00
3816,variant,0.00
7915,variant,46023.00
3431,control,0.00
8347,variant,0.00
6227,variant,0.00
3683,variant,0.00
51,variant,0.00
8307,variant,0.00
4366,control,0.00
7971,control,0.00
9995,variant,0.00
749,control,0.00
9412,control,0.00
2566,variant,0.00
7269,variant,0.00
9285,control,0.00
5958,variant,0.00
2120,control,0.00
9660,control,0.00
3809,variant,0.00
7103,control,34790.00
3040,control,0.00
1444,variant,0.00
3320,control,0.00
4132,variant,0.00
1381,control,0.00
4253,variant,0.00
618,variant,0.00
8416,control,0.00
4743,variant,0.00
8794,control,0.00
2431,control,0.00
8231,control,0.00
550,control,0.00
7908,control,0.00
213,control,0.00
7990,variant,0.00
5132,variant,0.00
785,control,0.00
4558,variant,0.00
4697,variant,0.00
8879,variant,0.00
5369,variant,0.00
7814,variant,0.00
6883,variant,0.00
1059,control,0.00
579,control,0.00
4184,control,0.00
1500,control,0.00
8158,variant,0.00
2847,control,0.00
6857,variant,0.00
8010,control,0.00
2435,variant,0.00
8278,control,0.00
2545,control,0.00
518,variant,0.00
9013,control,0.00
8644,control,0.00
3494,variant,0.00
3237,control,0.00
6400,control,0.00
3033,control,0.00
541,variant,0.00
3440,variant,0.00
4858,variant,18629.00
2032,control,0.00
4056,control,0.00
3635,variant,0.00
5135,control,0.00
6267,variant,0.00
8070,variant,0.00
7693,control,0.00
262,control,0.00
6291,control,0.00
8250,control,0.00
2836,variant,0.00
1152,control,0.00
8687,control,0.00
1948,variant,0.00
7771,variant,0.00
6250,control,0.00
933,variant,0.00
7635,variant,0.00
2610,control,0.00
5353,variant,0.00
4178,variant,0.00
4220,control,0.00
6255,control,0.00
4188,variant,0.00
826,control,0.00
1490,variant,0.00
1761,control,0.00
9933,control,0.00
2592,control,0.00
9331,control,0.00
4194,control,0.00
2871,variant,0.00
4312,variant,0.00
4862,variant,0.00
863,control,0.00
7914,control,0.00
2625,control,0.00
4605,variant,0.00
5406,control,0.00
962,control,0.00
7359,variant,0.00
6035,variant,0.00
213,control,0.00
699,control,0.00
1254,variant,44927.00
2370,control,0.00
7159,control,0.00
1887,control,0.00
1053,control,0.00
2824,variant,0.00
3916,control,0.00
9473,control,0.00
5941,variant,0.00
3131,control,0.00
9203,control,0.00
6350,variant,0.00
5581,variant,0.00
3794,control,0.00
7375,control,0.00
6102,control,0.00
4516,control,0.00
5753,control,0.00
2858,variant,0.00
2945,variant,0.00
2281,control,0.00
9110,control,0.00
35,variant,0.00
6933,variant,0.00
4964,variant,0.00
7447,variant,0.00
645,variant,0.00
6530,variant,0.00
6626,control,0.00
8683,variant,0.00
2641,control,0.00
5652,control,0.00
3669,control,0.00
9101,control,0.00
2396,control,0.00
483,variant,0.00
4553,control,0.00
7939,variant,0.00
1997,control,0.00
6350,control,0.00
5707,variant,0.00
1796,variant,0.00
9288,control,0.00
5698,control,0.00
2764,control,0.00
8621,variant,0.00
4363,control,0.00
8803,variant,0.00
7915,control,0.00
2482,control,0.00
4871,variant,0.00
3942,variant,0.00
3791,variant,0.00
181,control,0.00
6509,control,0.00
1474,variant,0.00
9161,control,0.00
588,control,0.00
1202,variant,0.00
8515,variant,0.00
8575,variant,0.00
4253,control,0.00
1951,variant,0.00
8851,control,0.00
4510,variant,0.00
8729,control,0.00
6505,variant,0.00
5095,variant,0.00
272,control,0.00
1007,control,0.00
6988,control,0.00
4113,variant,26330.00
2580,control,0.00
5024,control,0.00
9837,variant,0.00
2913,variant,0.00
4363,variant,0.00
7294,control,0.00
7812,variant,0.00
4879,control,0.00
3985,control,0.00
4592,variant,0.00
5827,variant,0.00
9722,control,0.00
4598,control,0.00
3950,variant,0.00
5088,variant,0.00
1947,control,0.00
9611,control,0.00
1478,variant,0.00
7935,variant,0.00
2501,variant,0.00
2552,variant,0.00
8238,variant,0.00
3229,variant,0.00
1335,control,0.00
444,variant,0.00
1011,control,0.00
3243,variant,0.00
8832,control,0.00
7149,control,0.00
7763,control,0.00
5183,variant,0.00
3173,variant,0.00
1660,variant,0.00
5096,control,0.00
54,variant,0.00
422,control,0.00
9829,control,0.00
7067,control,0.00
4693,control,0.00
3525,variant,0.00
8240,control,0.00
8591,variant,0.00
2885,control,0.00
2382,control,0.00
5628,variant,0.00
5396,control,0.00
2460,variant,0.00
2362,variant,0.00
8857,control,0.00
7023,variant,0.00
774,control,0.00
655,variant,0.00
7402,control,0.00
5063,control,0.02
8370,control,0.00
1885,variant,0.00
3588,variant,0.00
6513,control,0.00
2062,control,0.00
4942,variant,0.00
1239,variant,0.00
4284,variant,0.00
6825,control,0.00
8810,variant,0.00
1099,variant,0.00
7222,variant,0.00
4155,variant,0.00
393,control,0.00
2730,control,0.00
457,variant,0.00
487,control,0.00
5041,variant,0.00
2487,control,0.00
4204,control,0.00
5304,variant,0.00
4671,control,0.00
8536,variant,0.00
9996,control,0.00
3259,control,0.00
1136,control,0.00
9869,control,0.00
4656,variant,0.00
1334,control,0.00
9482,variant,0.00
2249,control,0.00
8746,variant,0.00
4663,variant,0.00
3812,control,0.00
2187,variant,0.00
9719,control,0.00
5276,control,0.00
6398,variant,0.00
1955,control,0.00
4127,variant,0.00
748,control,0.00
4681,variant,0.00
8653,variant,0.00
6223,variant,0.00
8180,control,0.00
8171,control,0.00
1837,control,0.00
5786,control,0.00
8242,control,0.00
4839,control,0.00
7082,control,0.00
4680,variant,0.00
2734,variant,0.00
7574,variant,0.00
582,variant,0.00
4443,variant,0.00
1498,variant,0.00
2163,variant,0.00
3792,control,0.00
1625,variant,0.00
2930,variant,0.00
4245,variant,0.00
6712,control,0.00
6842,variant,0.00
7002,variant,0.00
8175,control,0.00
2290,control,0.00
775,control,0.00
284,control,0.00
1490,control,0.00
6881,variant,0.00
4949,variant,0.00
8502,control,0.00
1134,variant,0.00
8091,control,0.00
4740,variant,0.00
8142,control,0.00
5360,control,0.00
1021,control,0.00
2866,variant,0.00
3787,variant,0.00
1946,control,0.00
6995,variant,0.00
7280,variant,0.00
2158,control,0.00
4461,control,0.00
9319,variant,0.00
7659,control,0.00
550,control,0.00
5977,variant,0.00
1460,variant,0.00
814,control,0.00
8321,variant,0.00
1502,control,0.00
6143,variant,0.00
4655,variant,0.00
7096,variant,0.00
1925,variant,0.00
850,variant,0.00
5708,variant,0.00
3867,variant,0.00
5115,control,0.00
2635,control,0.00
5693,variant,0.00
3411,control,0.00
8348,control,0.00
9586,control,0.00
7005,control,0.00
3483,control,0.00
287,control,0.00
3352,control,0.00
2487,variant,0.00
7732,control,0.00
8820,control,0.00
4598,variant,0.00
7302,variant,0.00
1037,variant,0.00
3357,control,0.00
3563,variant,0.00
1566,control,0.00
2001,control,0.00
957,variant,0.00
8357,variant,0.00
5043,variant,0.00
372,variant,0.00
3430,control,0.00
5027,control,0.00
5253,variant,0.00
4129,control,0.00
9101,variant,0.00
4194,variant,0.00
5879,variant,0.00
9908,control,0.00
3591,variant,0.00
3076,control,0.00
1597,variant,0.00
8059,control,0.00
3775,control,0.00
2289,control,0.00
1341,control,0.00
6936,control,0.00
4253,variant,0.00
1135,control,0.00
4113,variant,0.00
4450,variant,0.00
2999,variant,0.00
9513,variant,0.00
6851,variant,0.00
8031,variant,0.00
3816,control,0.00
5702,control,0.00
8032,control,0.00
2680,variant,0.00
9657,variant,0.00
4025,variant,0.00
2205,variant,0.00
8575,control,0.00
5279,variant,0.00
2385,variant,0.00
9805,control,0.00
1727,variant,0.00
1333,variant,0.00
7818,variant,0.00
6335,variant,0.00
6099,variant,0.00
4741,variant,0.00
7176,control,0.00
2873,variant,0.00
9459,variant,0.00
5596,variant,0.00
7957,variant,0.00
193,variant,0.00
5734,control,0.00
6497,variant,0.58
2325,control,0.00
7243,variant,0.00
7418,control,0.00
6109,control,0.00
3456,control,0.00
1042,control,0.00
1446,variant,0.00
4919,variant,0.00
3957,variant,0.00
6958,variant,0.00
2781,control,0.00
4905,variant,0.00
7327,variant,0.00
839,variant,45658.00
6407,control,0.00
9824,control,0.00
8060,variant,0.00
7930,control,0.00
4338,variant,0.00
8217,control,0.00
425,variant,0.00
700,control,0.00
9375,control,0.00
8564,variant,0.00
6479,variant,0.00
795,control,0.00
6405,variant,0.00
1319,control,0.00
8712,control,0.00
7143,control,0.00
8809,control,0.00
9829,control,0.00
1201,control,0.00
1097,variant,0.00
1721,variant,0.00
9270,control,0.00
9020,control,0.00
2010,control,0.00
2913,control,0.00
3614,variant,0.00
652,variant,0.00
8308,control,0.00
3480,variant,0.00
3045,variant,0.00
6276,control,0.00
9252,control,0.00
873,variant,0.00
6414,variant,0.00
1025,variant,0.00
4790,control,0.00
9554,variant,0.00
3339,variant,0.00
2699,variant,0.00
4118,control,0.00
4901,variant,0.00
9111,control,0.00
7842,control,0.00
7810,variant,0.00
7712,control,0.00
5828,variant,0.00
9051,control,0.00
5984,variant,0.00
4870,control,0.00
5711,control,0.00
5474,control,0.00
7037,control,0.00
3031,control,0.00
4870,control,2.00
5671,control,0.00
701,control,45155.00
1274,variant,0.00
8682,variant,0.00
9078,control,0.00
1601,control,0.00
7692,variant,0.00
7566,variant,0.00
8779,control,0.00
9418,control,0.00
6391,variant,0.00
2472,variant,0.00
8125,control,0.00
5391,variant,0.00
1675,control,0.00
9658,control,0.00
1320,control,0.00
7937,variant,0.00
3039,variant,0.00
1102,variant,0.00
5324,variant,0.00
2256,control,0.00
4413,control,0.00
6040,control,0.00
6227,variant,0.00
4996,control,0.00
4688,variant,0.00
5232,variant,0.00
1257,control,0.00
2084,variant,0.00
4586,control,0.00
396,control,0.00
9754,control,0.00
4705,variant,0.00
5224,variant,0.00
8590,variant,0.00
3808,variant,0.00
393,variant,0.00
6520,control,0.00
3024,control,0.00
1832,variant,0.00
1276,control,0.00
8684,variant,0.00
9992,control,0.00
3003,variant,0.00
4626,control,0.00
954,control,0.00
9869,control,0.00
1877,control,0.00
8564,control,0.00
5792,variant,0.00
6691,control,0.00
1859,variant,0.00
5541,variant,0.00
8581,variant,0.00
3771,control,0.00
206,control,0.00
1072,variant,0.00
6910,variant,0.00
7708,control,0.00
3813,variant,0.00
6587,variant,0.00
1229,control,0.00
8448,variant,0.00
3182,control,0.00
1296,variant,0.00
9423,variant,0.00
3106,control,0.00
4944,control,0.00
4779,variant,0.00
7799,control,0.00
6367,variant,0.00
6019,control,0.00
5670,control,0.00
4163,variant,0.00
2881,variant,0.00
405,variant,0.00
7628,variant,0.00
1747,control,0.00
9447,control,0.00
251,variant,0.00
5158,control,44927.00
7150,control,0.00
2663,variant,0.00
4512,control,0.00
6753,control,0.00
1015,control,0.00
892,variant,0.00
5795,variant,0.00
8329,control,0.00
2795,control,0.00
8278,control,0.00
9458,variant,0.00
9816,control,0.00
3612,control,0.00
7277,variant,0.00
9617,variant,0.00
2639,variant,0.00
9972,control,0.00
204,variant,0.00
529,variant,0.00
6665,control,0.00
5537,control,0.00
8287,variant,0.00
8844,variant,0.00
4716,control,0.00
3621,control,0.00
1928,control,0.00
8311,variant,0.00
5135,variant,0.00
800,variant,0.00
6000,control,0.00
7605,control,0.00
8704,control,0.00
4116,control,0.00
1209,variant,0.00
734,control,0.00
7134,variant,0.00
4658,variant,0.00
2708,variant,0.00
5435,control,0.00
8868,control,0.00
9534,variant,0.00
4021,variant,0.00
319,control,0.00
4975,variant,0.00
759,variant,0.00
1463,control,0.00
1481,variant,0.00
7055,control,0.00
9136,variant,0.00
1759,control,0.00
594,control,0.00
9470,variant,0.00
8683,variant,0.00
5972,variant,0.00
3053,variant,0.00
8634,variant,0.00
507,variant,0.00
7969,variant,0.00
1184,control,0.00
3775,variant,0.00
6745,control,0.00
1608,variant,0.00
2755,variant,0.00
3276,variant,0.00
2051,variant,0.00
427,variant,0.00
2910,control,0.00
1189,control,0.00
8959,variant,0.00
9881,variant,0.00
888,variant,0.00
5992,variant,0.00
7010,variant,0.00
4262,control,0.00
306,variant,0.00
1578,variant,0.00
8333,control,0.00
7052,variant,0.00
8509,variant,0.00
3137,variant,0.00
255,control,0.00
8918,variant,0.00
2609,variant,0.00
4341,variant,0.00
5728,control,0.00
9680,variant,0.00
9317,variant,46419.00
963,variant,0.00
5060,variant,0.00
9422,variant,0.00
8856,control,0.00
9855,control,0.00
4351,control,0.00
9318,variant,0.00
9302,control,0.00
6848,control,0.00
3459,control,0.00
7204,variant,0.00
57,control,0.00
9412,control,0.00
3183,control,0.00
9003,variant,0.00
9902,variant,0.00
5894,variant,0.00
4863,control,0.00
1807,control,0.00
7261,control,0.00
3636,control,0.00
5480,variant,0.00
1782,control,0.00
4508,variant,0.00
8077,variant,0.00
5292,control,0.00
7694,control,0.00
674,control,0.00
1324,variant,0.00
9263,variant,0.00
1917,variant,0.00
9015,variant,0.00
3471,control,0.00
4553,control,0.00
8598,control,0.00
2546,control,0.00
2384,variant,0.00
5952,variant,0.00
612,variant,0.00
8198,control,0.00
8835,variant,0.00
1105,control,0.00
8479,variant,0.00
8726,control,0.00
9416,control,0.00
2824,control,0.00
6247,variant,0.00
7163,variant,0.00
1513,variant,0.00
7163,variant,0.00
1886,variant,0.00
6056,variant,0.00
4636,control,0.00
5481,variant,0.00
1088,control,0.00
5397,variant,0.00
1111,control,0.00
1883,control,0.00
7468,variant,0.00
3977,control,0.00
7587,variant,0.00
3761,control,0.00
2032,control,0.00
3750,variant,0.00
9897,variant,0.00
7781,variant,0.00
7909,variant,0.00
4931,variant,0.00
6663,variant,0.00
4209,control,0.00
5748,variant,0.00
2635,control,0.00
4474,variant,0.00
9272,variant,0.00
4450,control,0.00
3517,variant,0.00
6557,variant,0.00
3444,control,0.00
455,control,0.00
1452,variant,0.00
6888,control,0.00
1979,control,0.00
4273,variant,0.00
5078,control,0.00
6004,control,0.00
6074,control,0.00
7867,variant,0.00
8359,variant,0.00
3811,variant,0.00
99,variant,0.00
5967,control,0.00
5811,control,0.00
6628,variant,0.00
2,control,0.00
444,variant,0.00
223,control,0.00
7478,control,0.00
2154,variant,0.00
7555,control,0.00
8152,control,0.00
2116,variant,0.00
1106,variant,0.00
25,control,0.00
3766,control,0.00
3574,variant,0.00
3509,variant,0.00
6257,variant,0.00
2950,variant,0.00
2611,control,0.00
7156,control,0.00
133,control,0.00
2887,control,0.00
8174,control,0.00
5052,control,0.00
6528,control,0.00
9730,control,0.00
3073,variant,0.00
1144,control,0.00
2924,control,0.00
941,control,0.00
5207,variant,0.00
293,control,0.00
5942,variant,0.00
9670,variant,0.00
7401,control,0.00
8041,control,0.00
5524,control,0.00
771,variant,41671.00
3751,control,0.00
5967,control,0.00
2667,variant,0.00
9746,control,0.00
8963,variant,0.00
8517,variant,0.00
8955,variant,0.00
6979,control,0.00
7411,control,0.00
6366,variant,0.00
6106,variant,0.00
8182,control,0.00
4122,control,0.00
4384,variant,0.00
1571,variant,0.00
7784,variant,0.00
6319,control,0.00
8389,variant,0.00
4104,variant,0.00
5291,control,0.00
6576,control,0.00
8647,variant,0.00
9824,variant,0.00
3597,variant,0.00
4904,variant,0.00
3647,variant,0.00
9752,variant,0.00
754,control,0.00
9290,variant,0.00
6492,control,0.00
6678,variant,0.00
1566,control,0.00
789,control,0.00
1372,variant,0.00
5731,control,0.00
3112,control,0.00
333,control,0.00
4328,control,0.00
633,control,0.00
6777,control,0.00
668,variant,0.00
1323,control,0.00
4755,variant,0.00
9191,variant,0.00
9224,variant,0.00
4745,control,0.00
1770,variant,0.00
7995,control,0.00
2585,control,0.00
4726,variant,0.00
9266,variant,0.00
3444,variant,0.00
2627,variant,0.00
3735,variant,0.00
3295,variant,0.00
1068,control,0.00
5686,control,0.00
6083,control,0.00
1807,control,0.00
6305,variant,0.00
2148,control,0.00
7992,variant,0.00
6982,control,0.00
5119,control,0.00
335,control,0.00
8002,variant,0.00
3605,variant,0.00
3352,variant,0.00
6766,variant,0.00
4684,control,0.00
9696,control,0.00
1718,variant,0.00
5749,control,0.00
7747,control,0.00
370,variant,0.00
8854,variant,0.00
8964,variant,0.00
1971,variant,0.00
2343,variant,0.00
8143,control,0.00
6170,control,0.00
6819,control,0.00
3090,control,0.00
7336,variant,0.00
828,control,0.00
2093,variant,0.00
6340,variant,0.00
7634,variant,0.00
7213,control,0.00
8973,control,0.00
6459,control,0.00
9671,variant,0.00
1498,control,0.00
3547,control,0.00
4338,control,0.00
6469,variant,0.00
4616,control,0.00
7119,control,0.00
208,variant,0.00
3066,variant,0.00
407,variant,0.00
6090,control,0.00
9209,variant,0.00
4325,control,0.00
2842,variant,0.00
8382,control,0.00
8186,control,0.00
1120,control,0.00
9931,control,0.00
5390,variant,0.00
8986,control,0.00
7921,variant,0.00
9084,control,0.00
4610,variant,0.00
733,variant,0.00
436,control,0.00
667,control,0.00
572,control,0.00
5969,variant,0.00
2464,control,0.00
3900,variant,0.00
4707,variant,0.00
1095,control,0.00
6772,variant,0.00
9636,control,0.00
6013,variant,0.00
7075,control,0.00
9715,control,0.00
494,variant,0.00
9101,variant,0.00
1782,control,0.00
6082,control,0.00
8258,control,0.00
1687,control,0.00
7545,variant,0.00
1569,variant,0.00
8606,control,0.00
6428,variant,0.00
9276,variant,0.00
4406,control,0.00
9003,variant,0.00
8637,variant,0.00
1552,control,0.00
177,variant,0.00
9407,variant,0.00
3026,control,0.00
2935,variant,0.00
3927,variant,0.00
4989,variant,0.00
8609,variant,0.00
441,control,0.00
6992,variant,0.00
5067,control,0.00
365,control,0.00
6876,variant,0.00
942,control,0.00
3622,variant,0.00
9470,control,0.00
1694,control,0.00
2159,control,0.00
4549,control,0.00
7621,control,0.00
2152,control,0.00
9581,control,0.00
3360,variant,0.00
2005,control,0.00
9817,variant,0.00
7005,variant,0.00
4367,variant,0.00
2443,control,0.00
6527,variant,0.00
9745,variant,0.00
9812,control,0.00
7990,control,0.00
1914,variant,0.00
3326,variant,0.00
5255,variant,0.00
6369,control,0.00
3727,variant,0.00
5673,control,0.00
1583,control,0.00
9499,variant,0.00
7719,variant,0.00
8613,variant,0.00
738,control,0.00
7299,variant,0.00
8759,variant,0.00
4964,control,0.00
6572,control,0.00
2562,control,0.00
5668,variant,0.00
5077,control,0.00
9248,control,0.00
5358,control,0.00
4013,variant,0.00
2657,variant,0.00
933,control,0.00
8077,variant,0.00
7410,control,0.00
6583,variant,0.00
3516,variant,0.00
9771,variant,0.00
672,variant,0.00
8918,control,0.00
877,variant,0.00
8100,control,0.00
3134,variant,0.00
298,control,0.00
9352,variant,0.00
6872,variant,0.00
5954,variant,0.00
2057,control,0.00
9788,control,0.00
4683,variant,0.00
8050,variant,0.00
4530,variant,0.00
806,control,0.00
375,variant,0.00
1633,control,0.00
304,variant,0.00
2991,variant,0.00
9511,variant,0.00
4695,control,0.00
1090,control,0.00
714,variant,0.00
1923,control,0.00
1788,control,24320.00
5965,variant,0.00
6983,variant,0.00
6479,control,0.00
8619,control,0.00
3553,variant,0.00
9782,control,0.00
2732,variant,0.00
1172,control,0.00
5593,variant,0.00
4024,variant,0.00
6207,control,0.04
6911,variant,0.00
2700,variant,0.00
7225,variant,0.00
1477,control,0.00
7264,variant,0.00
1151,control,0.00
8563,control,0.00
7236,control,0.00
5310,control,0.00
9207,control,0.00
8970,control,0.00
2680,control,0.00
333,variant,0.00
8429,control,0.00
2826,control,0.00
3089,control,0.00
2258,variant,0.00
4241,variant,0.00
1994,control,0.00
155,variant,0.00
1309,variant,0.00
2003,variant,0.00
931,control,0.00
1977,variant,0.00
2843,control,0.00
311,variant,0.00
4379,variant,0.00
2023,control,0.00
5223,variant,0.00
341,variant,0.00
1342,variant,0.00
4199,variant,0.00
9533,control,0.00
5897,control,0.00
8060,variant,0.00
2195,variant,0.00
8696,control,0.00
7323,control,0.00
1988,variant,0.00
2703,control,0.00
4234,variant,0.00
5270,variant,0.00
9399,control,0.00
4901,variant,0.00
8794,control,0.00
9718,control,0.00
941,control,0.00
7396,variant,0.00
3936,control,0.00
4771,control,0.00
3166,control,0.00
5730,variant,0.00
5700,control,0.00
2482,control,0.00
8008,control,0.00
8034,variant,0.00
268,control,0.00
9199,control,0.00
2962,variant,0.00
3819,control,0.00
1541,control,0.00
5472,variant,0.00
3376,control,0.00
4457,control,0.00
9527,variant,0.00
3222,control,0.00
8389,control,0.00
439,variant,0.00
3335,variant,0.00
1989,control,0.00
1149,variant,0.00
3017,control,0.00
225,control,0.00
1245,control,0.00
5850,variant,0.00
7655,control,0.00
2626,variant,0.00
8646,control,0.00
6894,variant,0.00
4317,control,0.00
2463,control,0.00
1674,control,0.00
1495,control,0.00
5303,variant,0.00
8885,control,0.00
7136,variant,0.00
2182,control,0.00
3511,control,0.00
7324,control,0.00
4124,variant,0.00
5097,variant,0.00
5917,control,0.00
6373,control,0.00
2778,variant,0.00
7505,variant,0.00
3211,control,0.00
8827,control,0.00
830,control,0.00
4600,variant,0.00
741,control,0.00
1177,variant,0.00
4577,control,0.00
3246,control,0.00
3394,control,0.00
2122,control,0.00
4755,control,0.00
7334,variant,0.00
603,control,0.00
2358,control,0.00
9522,control,0.00
8484,control,0.00
5408,control,0.00
8840,variant,0.00
8413,control,0.00
9669,control,0.00
9949,control,0.00
1846,variant,0.00
708,variant,0.00
8505,control,0.00
6978,variant,0.00
4687,variant,0.00
2750,variant,0.00
5130,control,0.00
1950,variant,0.00
6524,variant,0.00
3095,variant,0.00
6801,variant,0.00
3759,control,0.00
3713,control,0.00
6274,variant,0.00
9882,variant,0.00
9164,variant,0.00
8649,control,0.00
7876,control,0.00
556,control,0.00
807,control,0.00
28,variant,0.00
11,control,0.00
4837,variant,0.00
9085,variant,0.00
2522,control,0.00
4459,variant,0.00
5699,control,0.00
8501,variant,0.00
9648,variant,0.00
1045,variant,0.00
8915,control,0.00
9157,control,0.00
1041,variant,0.00
7099,control,0.00
937,control,0.00
144,control,0.00
4635,variant,0.00
5015,control,0.00
3957,variant,0.00
5216,variant,0.00
6784,control,0.00
1414,control,0.00
9281,variant,0.00
657,control,0.00
7508,control,0.00
2046,variant,0.00
1478,variant,0.00
6079,control,0.00
136,variant,0.00
4120,variant,0.00
2543,variant,0.00
9177,variant,0.00
9,variant,0.00
8393,control,0.00
6876,variant,0.00
7374,variant,0.00
7131,control,0.00
6046,variant,0.00
7350,control,0.00
4146,variant,0.00
5541,control,0.00
4651,variant,0.00
263,control,0.00
345,control,0.00
8454,control,0.00
618,control,43497.00
3359,variant,0.00
4926,control,0.00
4565,variant,0.00
668,control,0.00
2000,control,0.00
7428,variant,0.00
8014,control,0.00
9942,variant,0.00
7438,control,0.00
3269,variant,0.00
875,control,0.00
1611,control,0.00
5842,control,0.00
5859,variant,0.00
5257,control,0.00
9216,variant,0.00
544,control,0.00
3287,variant,0.00
4728,variant,0.00
4704,control,0.00
8271,variant,0.00
2486,control,0.00
2647,variant,0.00
4400,control,0.00
3745,control,0.00
6099,variant,0.00
5657,variant,0.00
2064,control,0.00
8468,control,0.00
8192,variant,0.00
588,control,0.00
1733,variant,0.00
9306,control,0.00
2724,control,0.00
9940,variant,0.00
6343,control,0.00
2523,variant,0.00
113,variant,0.00
7911,control,0.00
8276,variant,0.00
120,control,0.00
2850,variant,0.00
4329,variant,0.00
3191,variant,0.00
1079,control,0.00
4650,control,0.00
7016,variant,0.00
4099,variant,0.00
3528,variant,0.00
1442,variant,0.00
1387,variant,0.00
3875,variant,0.00
8747,control,0.00
3998,variant,0.00
8583,control,0.00
940,variant,0.00
9340,variant,0.00
6073,variant,0.00
7801,control,0.00
